tPlunge     logmu     logM     ePlunge     nuPlunge     gamPlunge     phiPlunge     costhetaSky     phiSky     cosLambda     alpPlunge     SMBHspin     costhetaSpin     phiSpin     Zeta     SMBHQuad      SNRI     SNRII     SNR_tot   
3884983.53272    -9.77025393358    1.68303457749    0.0758197050868    0.00192152259029    2.97359997309    2.62266544552    0.00270136343896    3.86340132957    -0.0295993493959    4.83749944695    0.998    -0.410478393441    0.657592236611    7.33464424099e-22    0.0    65.9777589296    67.3072943678    94.2514538269  
17897352.4184    -9.38183271631    0.806876061678    0.113419633436    0.00448293358062    4.3164689351    5.00253956924    0.663748299766    5.16263731748    -0.62333752635    3.65789863204    0.985    0.0676006996597    3.15985732899    1.88617641959e-22    0.0    28.1385537126    29.5286935931    40.78874784  
29275088.5599    -9.32181016529    1.54593095662    0.0626674722395    0.00222419417303    0.157518303722    2.88125164527    0.415827148872    0.96606444056    0.954803005396    3.68044010908    0.9804    -0.33943669897    3.51740902528    1.68635394992e-22    0.0    43.0981516078    43.8729667144    61.5003079694  
15781582.3873    -9.1255542444    1.38413489555    0.0335301875582    0.00266377598023    5.62846136275    3.18635870083    0.998905429453    1.65514103868    -0.695275884908    5.05232456218    0.9946    -0.251552559186    4.71079967518    1.25546578295e-22    0.0    14.083623222    15.9880015376    21.3064458844  
49315765.6329    -8.99297357281    1.06264578681    0.126934888437    0.00343173596874    3.29405269826    0.82873062686    0.219485325919    2.60981370263    0.375463050565    0.585256980602    0.982    0.82446812497    0.485794530794    1.07529198782e-22    0.0    17.6995307269    19.0818175629    26.0267007025  
59570026.1382    -8.95544170264    1.41425026366    0.123900159682    0.00242075220318    4.23138594849    3.55416824435    -0.025646122755    1.22030057427    0.224467275322    5.02930985852    0.998    0.357777734884    5.80321117172    1.03420756902e-22    0.0    20.176436791    20.521618431    28.7789058967  
29135977.0384    -9.12158007126    1.34090607429    0.0511446840417    0.00275122789423    2.07853264643    5.80801976114    -0.682570120929    5.88617212952    0.768821611136    0.157238555095    0.9975    -0.0661912579262    0.118954447119    1.24906204905e-22    0.0    22.9967019774    22.9551649623    32.4928899958  
20825689.7648    -9.26513519949    1.70414992503    0.153522314808    0.00176376466505    3.25882301462    2.65449084328    -0.89182416052    1.29804273529    0.744306842391    3.95105123126    0.9752    -0.83802294424    1.93387708785    1.53328597578e-22    0.0    25.9199957614    28.0101372036    38.1629921054  
58257329.132    -9.53228718152    -1.41429317766    0.0197888856263    0.0440833746397    3.57006552273    3.66780949371    0.580219532661    3.21833206552    0.508460794674    3.53768227802    0.9744    0.0376068399409    5.40560085824    2.67667485535e-22    0.0    17.4429852639    16.7115669976    24.1564526873  
58869571.2467    -9.54198472388    1.3151645066    0.122435455832    0.0026762514353    3.72904696282    5.8468786416    0.414751160803    4.11894349536    0.194155335213    4.43955856769    0.9858    0.221830214719    0.638726757996    2.74994398986e-22    0.0    44.5915171327    49.3174014905    66.4876641939  
53535553.7989    -8.99055892542    1.63034507452    0.0879789949663    0.00200748260027    4.15016355418    0.765264613662    0.059167242788    0.661993214108    0.350304634172    6.11583450797    0.993    -0.391438572392    4.51366314956    1.07247623536e-22    0.0    18.556247681    19.4688971274    26.8955811121  
31719693.0533    -9.43219401408    1.11709958947    0.0657514032285    0.00340798047671    2.12637341566    6.15149614619    0.31072684419    3.23222697652    0.71574920427    4.01591025022    0.9892    0.501693377147    2.12671352304    2.09410230032e-22    0.0    40.6428910589    38.155686035    55.7467574881  
31049714.3732    -9.23828760489    1.84842935937    0.0525488946001    0.00165469194615    4.45000373539    5.77578997469    0.575494482328    3.31621885159    0.553446269413    2.48270123352    0.9678    -0.219054607028    4.00467696077    1.47016159949e-22    0.0    26.0853753785    25.1595609366    36.2415550875  
51518490.6688    -9.10468656975    0.582519174985    0.134661234671    0.00550912873527    0.238522407781    3.6518659826    0.3000184553    4.97551843601    0.148148971489    5.62446328593    0.9806    -0.960233876824    0.834379813381    1.2227156345e-22    0.0    18.0261623795    16.6478704532    24.5376062557  
