tPlunge     logmu     logM     ePlunge     nuPlunge     gamPlunge     phiPlunge     costhetaSky     phiSky     cosLambda     alpPlunge     SMBHspin     costhetaSpin     phiSpin     Zeta     SMBHQuad      SNRI     SNRII     SNR_tot   
23253548.0765    -9.0675816456    1.62976817943    0.0876818462882    0.00200908952656    2.10517523653    1.0461176827    -0.420540854115    1.0889872109    -0.20582205431    3.34672885541    0.9732    0.389134915889    3.24034679079    1.16894968353e-22    0.0    17.1765880853    18.7470067039    25.4260779243  
55204743.7252    -9.4093372656    2.18118531701    0.0536877960204    0.00118544395733    0.271303471488    0.605779271892    -0.747805031667    5.46742327615    0.883647150633    3.18434670305    0.9761    0.501161419517    0.485050380071    1.99435276761e-22    0.0    19.0053405066    18.9355397676    26.8282991273  
39894096.4404    -8.89554711197    1.31365467334    0.135845999224    0.00264908546129    4.73706199691    3.83511714334    0.378551985671    5.55534157121    -0.181983906314    4.37756727246    0.975    0.285296069182    3.31459269937    9.75588984372e-23    0.0    13.983954719    14.6410022477    20.2462326471  
12499586.3251    -9.64550169637    1.95791536276    0.0576291198616    0.00147815159916    2.3397188802    1.61037691787    -0.499070319727    3.55528113564    -0.852109944374    4.21224339978    0.9917    -0.50127558451    3.45515038106    3.86831418659e-22    0.0    56.7349133064    70.7965512541    90.7248701149  
39100202.7269    -9.04315778049    1.52340521126    0.104682516135    0.00220528481089    2.86035521272    4.74196632442    -0.400647630908    5.61693150888    0.898524543864    2.30899578553    0.9898    -0.989462607139    6.1483992701    1.13631134014e-22    0.0    16.5894158149    18.0000748428    24.4787951384  
15401042.9981    -9.03522996062    1.32064649512    0.0981531778182    0.00271496900835    3.98201104499    3.17865111097    -0.305162451579    5.93024355052    0.495053431779    5.33414637667    0.9863    0.470713498748    0.743583712725    1.12624313755e-22    0.0    15.7291992631    16.2657828435    22.6270502048  
53246162.2065    -9.33160412932    1.94070119343    0.0627989354425    0.00149860581536    0.373738965939    1.97239852255    -0.191929206584    5.85404315176    0.823240793109    5.96307838247    0.9684    -0.918630140917    1.231168377    1.71610438012e-22    0.0    22.1024740887    22.8408976618    31.7840520834  
18778362.5512    -9.25922139899    1.48325909387    0.181284653833    0.00214008657299    0.403645267996    2.64810351498    0.984705255565    2.52406211035    -0.213155617546    2.09602390073    0.9679    0.145965109553    2.25291139186    1.51875818627e-22    0.0    20.805281836    20.6217820717    29.2936451827  
14898283.9117    -9.23313451679    0.812813985429    0.0360903238405    0.00470926808762    2.39837869595    5.6563112419    -0.714598216381    0.823576159737    -0.297624736832    4.73832849769    0.9699    -0.624714193679    0.822315550709    1.45866795862e-22    0.0    14.5768736847    13.9107458001    20.1492951523  
43587701.6371    -9.28967954003    0.531306398606    0.139232092703    0.00577489348794    6.20978163199    3.95246041494    -0.994312098248    4.24907548268    -0.561174134172    3.9508999856    0.9894    0.455513157668    6.124307617    1.59593286551e-22    0.0    16.8180924267    17.4667844346    24.2474079307  
58058164.3573    -9.43256301778    0.341450184964    0.0971650457418    0.00723367804163    3.12251013456    2.09678582627    0.863712947599    4.65238661667    0.652816307875    2.84121978473    0.9881    0.305489808964    1.60041147937    2.09603689498e-22    0.0    24.7888128331    24.8818378019    35.1225154861  
55601954.1097    -9.18081126672    0.790072961467    0.0687073059409    0.00471666542901    0.993025615865    4.61372244431    0.525649936815    0.4217748299    0.983736097959    5.43972813368    0.9802    0.548358781853    2.91831852474    1.35181128993e-22    0.0    18.4483653481    15.5522120642    24.1291003584  
30363664.2918    -9.32821796493    1.63991586703    0.119970887509    0.00193819993041    4.39012886051    1.58871156825    0.66650428109    5.90736421527    0.248950344234    1.81649877715    0.9963    -0.0116517200492    0.105820614882    1.70549907025e-22    0.0    26.4381711246    28.1979808297    38.6536287467  
62147540.4748    -8.78246499272    1.18519561634    0.0840513667345    0.00314231912091    3.12178039442    2.53347954544    0.580261621628    1.05723437471    0.272409475253    0.441689276642    0.9852    0.432483418824    3.43348292819    8.8379493385e-23    0.0    14.6718558109    15.1024411096    21.0558087094  
39883817.6066    -9.03328873373    0.800591681427    0.0926272436076    0.00458646267448    0.181326935915    5.42515263907    0.335004693497    0.704228639761    0.901963963381    4.15311168109    0.9714    0.960090025303    1.61666829171    1.12377353908e-22    0.0    13.3193148554    14.9953526047    20.056538783  
17884118.9409    -9.25870430916    1.74604062579    0.121554150289    0.00174070782925    0.99934662682    3.5361569873    -0.126306815861    1.69879142295    0.277409113101    2.16495038198    0.9687    -0.915097546863    3.48750713774    1.51755084686e-22    0.0    29.2052817619    26.3979641121    39.3675118855  
6313025.25677    -9.23808502195    1.4746921232    0.0256295708005    0.00244440293274    1.72915011455    4.76327012201    0.540684028061    2.99772733128    0.54131168179    6.05588042382    0.9891    -0.696526376099    1.96494669014    1.46977333333e-22    0.0    21.8215976898    21.888629768    30.907834587  
45469259.5275    -8.6193730833    1.60548628065    0.131831679414    0.00198564842788    0.249773089927    6.1391666467    -0.252944404135    1.46185201197    0.792438372436    2.05007324207    0.998    -0.008599061602    1.4458895201    7.82961263433e-23    0.0    15.1792679957    15.3385608348    21.579657675  
51856789.7301    -8.91849482512    1.35978451299    0.159390271489    0.00247490998817    1.66123802147    0.510724894172    -0.994374896959    2.07554736244    -0.0517805060802    2.60073559954    0.9822    -0.469217358253    1.00604732524    9.97079316876e-23    0.0    14.4106794344    15.4655109789    21.1388200144  
10818751.2262    -8.90160555099    1.67647036623    0.0336550610734    0.00198840904259    3.89532668841    0.200872891326    -0.376569923091    1.07163621554    0.324134156118    0.169065321978    0.9788    0.886731981403    2.28685194938    9.81166938257e-23    0.0    19.741008541    19.5703144159    27.7975650832  
35180867.0839    -9.24423138524    1.64722636313    0.00463807361987    0.00208061418558    0.467162995298    2.29726186747    -0.708463524457    5.54903425917    0.88662521564    2.46022845916    0.9822    -0.000633165696909    5.27987518882    1.48363539447e-22    0.0    33.2273928278    32.8994851112    46.7593386899  
5059974.71585    -9.04124270913    1.3689747548    0.139339180438    0.00249866016835    0.43770412134    3.99027322891    0.590267829669    3.15601270331    0.690005265005    4.32763995877    0.9861    -0.104977166095    0.341584496878    1.13387818356e-22    0.0    17.4162424805    17.2893807453    24.5407454796  
10368611.239    -9.0423246901    2.22928985713    0.188132278679    0.00100769118722    0.513588115798    2.28276767441    0.556629803775    4.87017329019    0.933730551875    5.43464903194    0.9694    -0.640812175147    1.36951850636    1.13525881934e-22    0.0    17.3870502008    17.7315926724    24.833825589  
37668831.1194    -9.81829424962    0.435577686503    0.0917206959536    0.00661153369483    5.36985500986    0.167220234667    -0.643522664411    4.19566154392    -0.359193589407    2.68829069263    0.9873    -0.640524653407    1.19211667454    1.09838012358e-21    0.0    162.009997088    177.130710256    240.046928063  
5021303.03406    -9.46227991826    1.42088852377    0.0554439165389    0.00253264304422    2.16930202189    3.07133661356    -0.533489806151    0.994908531477    0.968813382617    1.4560303174    0.9827    0.915523708524    5.08734941975    2.24157457559e-22    0.0    39.9082253131    39.6349469614    56.2458484537  
19432841.7774    -9.56447005704    0.947751926513    0.182142690858    0.00365269484919    4.63258954999    1.48222510839    -0.487912476906    5.81738232407    0.876621956288    5.59959693528    0.9973    -0.649367027455    0.626191878742    2.93662696878e-22    0.0    36.2798317591    39.3142962871    53.4961688817  
55527519.5835    -9.01068659664    1.16282511973    0.00608785333312    0.00337473719346    2.71305856201    4.83986154191    -0.302083141074    0.388567337916    -0.728756097431    0.775503620868    0.9815    -0.068316805242    4.67646249649    1.0959807957e-22    0.0    15.0696220226    14.6957347102    21.048945973  
47766333.6579    -9.51717830109    0.622485414414    0.0142679374514    0.00576803313362    2.80920904983    4.90134278402    -0.0796233687875    0.696369627043    0.0142958398075    5.0868477828    0.9883    -0.683700690658    3.4171328398    2.56953781072e-22    0.0    38.7990136366    43.1980227162    58.0640390066  
14931370.6361    -9.10970690595    1.92335982564    0.0836199085355    0.00150247844127    0.213622429418    5.075321622    0.29037485142    2.80658315879    0.611453611054    5.73738915956    0.9674    0.95598963485    2.34370969704    1.23044155468e-22    0.0    16.6966918704    16.6870190207    23.6058493432  
26693776.0778    -8.98111486987    2.11504269327    0.0362808578115    0.00128042102579    3.52131599619    2.42621612151    -0.111597539036    1.48003392695    -0.452354538826    5.24692871021    0.9941    -0.109048517501    5.68542389897    1.06188695757e-22    0.0    18.3194932892    17.386288786    25.2564223935  
32286346.0904    -9.29545495715    1.78965019754    0.165618713909    0.00160041872997    5.79389750297    3.16998590396    0.60187213954    1.34742503933    0.410494531394    0.299483916807    0.9694    0.88708778867    5.77512658563    1.61129826188e-22    0.0    30.213164205    31.1632245272    43.4048597995  
35089888.5607    -9.01537707469    0.722485542088    0.0849251065591    0.00498794108878    3.22513358529    3.81518451377    -0.951504869767    0.52403274732    0.607648436363    4.07322309317    0.9905    0.345665857011    5.58771666848    1.10159977185e-22    0.0    15.4198270471    14.0112927356    20.8347639844  
57220086.5997    -8.99595041519    1.03019585523    0.163748998525    0.00342655485388    3.43193104483    2.61628577456    -0.217917896691    1.10193493542    0.384527881745    4.20928593061    0.9861    -0.00824054720322    5.62429257442    1.07866627017e-22    0.0    18.2925906266    19.2505032843    26.5556161391  
56565609.0225    -8.84599366345    1.74727931538    0.0924551884261    0.00177989267288    3.2909080704    2.25595120549    0.598809536731    2.22697965356    0.651679299509    0.294076911272    0.9692    0.328905504625    2.55380491945    9.32627504084e-23    0.0    14.6249073704    15.1144285269    21.0317347189  
62928456.0335    -8.83000689956    1.21571134416    0.0889624729909    0.00303670938667    3.22811770043    0.729138885488    0.567719581788    6.03161314678    -0.954805189012    0.759970435315    0.9864    -0.358270508459    3.04889946385    9.19751741025e-23    0.0    17.5944477408    17.4012901214    24.7461004846  
44627267.6701    -9.03804523117    0.700277902629    0.0209422607146    0.00531678258422    4.41854897504    3.92225642236    0.727622542398    4.62718178392    -0.551285029761    0.145528243019    0.9979    0.939221183208    5.20628158197    1.12978251049e-22    0.0    17.68913203    17.4503373947    24.8479308427  
32629828.9131    -8.9853143305    1.58539331442    0.125910034292    0.00203644457548    5.96216525977    2.27864945385    -0.443687930987    2.61577783698    0.937820166789    2.44240750779    0.9718    0.920402706061    0.0862573745431    1.06657652397e-22    0.0    16.1044008551    17.9357409989    24.1048238343  
